SKU,Product Name,Brand,Product ID,Suggested Supplier 1,Supplier 1 ID,Confidence 1,Reason 1,Suggested Supplier 2,Supplier 2 ID,Confidence 2,Reason 2
NEM-008447,"Neumann N 149 A (230 V, EU)",,7d83e2c9-1885-4fa1-ac2f-ce6648dcacbb,,,,"",,,,""
NEM-008448,"Neumann N149 A-UK Power Supply",,1f722431-ff6c-4e44-a14d-6388743aa1e7,,,,"",,,,""
NEM-008449,"Neumann EA 1 Elastic Suspension For TLM 102/103/193, M 147",,fef835b8-6b9c-4d73-a418-cb894f035332,,,,"",,,,""
NEM-008450,"Neumann EA1-MT",,ed8477af-5d4a-45ad-be25-a6c6d2ef3f88,,,,"",,,,""
NEM-008454,"Neumann KMS 105 Vocalist Microphone, Super Cardioid, Nickel, Condenser Mic.",,25934790-4b4b-43ad-ad25-b74cdeb9ea4f,,,,"",,,,""
NEM-008455,"Neumann KMS 105 BK Vocalist Microphone, Super Cardioid, Black, Condenser Mic Capsule",,c8e92d21-98cf-4f1e-9673-1b57e7735b31,,,,"",,,,""
NEM-008456,"Neumann M 150 Tube Set EU Vacuum Tube Microphone, Titanium Capsule, EA170, KT8 Cable, Aluminium Case",,ce6951b6-6ece-46eb-a397-ca8a14e18d1a,,,,"",,,,""
NEM-008472,"Neumann PS 15 Popscreen",,f16f2d2e-8b63-4391-96e5-994976cdcbff,,,,"",,,,""
NEM-008474,"Neumann KK 105 S Super Cardiod Microphone Capsule, Nickel, With Padded Nylon Bag, For SKM 5000/5200",,1e0b5f41-2157-4bff-b775-c66a44e97a50,,,,"",,,,""
NEM-008476,"Neumann KK 105 S-BK Microphone module for SKM 5200, condenser, supercardioid, black",,02175926-4276-42e1-b40c-9dee1f50cfbf,,,,"",,,,""
NEM-008483,"Neumann BCM 104 Broadcast Condenser Microphone, Cardioid Directional Characteristic",,ace158e2-f5d4-4875-a3db-d92346dddba5,,,,"",,,,""
NEM-008488,"Neumann PS 20 A Popscreen",,a63f8099-5931-439d-b905-0dad33bde121,,,,"",,,,""
NEM-008489,"Neumann MF 5 Floor Stand, Gray Soft-touch Powder Coating, 250mm Diameter, 2.7 kg",,ec60c2ab-ef51-4792-950b-03f345ca1916,,,,"",,,,""
NEM-008490,"Neumann SG 100-1 Swivel mount for tripod mounting a KVF capsule extension, black",,d208d5c1-cc45-44a8-9195-88fa0cbd915f,,,,"",,,,""
NEM-008491,"Neumann DS 100-1 Swivel mount for two KVF capsule extensions, black",,e3b5734f-5eac-44a0-af3f-bae5e685f592,,,,"",,,,""
NEM-008501,"Neumann TLM 103 Stereo Set Nickel Large Diaphragm Microphone Set, Cardioid, EA 1",,3fee919b-7aaa-4e91-8f0f-e7d415307570,,,,"",,,,""
NEM-008502,"Neumann TLM 103-MT-STEREO Set each with 2x :   TLM 103 and EA 1, black",,5e347f22-5775-4538-aac6-a20108d71480,,,,"",,,,""
NEM-008503,"Neumann TLM 170 R-STEREO Set each with 2x  TLM 170 R and EA 170, nickel",,e598b417-6503-4866-8cb3-f5b830f04298,,,,"",,,,""
NEM-008504,"Neumann TLM 170 R-MT Stereo Set Black Large Diaphragm Microphone Set, Double Membrane Capsule, EA170",,574a4ef6-d4e1-4f9b-b0ec-1564ed0eeccf,,,,"",,,,""
NEM-008505,"Neumann U 87 AI Stereo Set Nickel Large Diaphragm Microphone Set, Omni, Cardioid, Figure-8",,a33a00e2-a007-4098-b530-bf3953088975,,,,"",,,,""
NEM-008506,"Neumann U 87 AI-MT Stereo Set Black Large Diaphragm Microphone Set, Omni, Cardioid, Figure-8",,fc9a8eb1-a778-4d04-af3c-338e15b22101,,,,"",,,,""
NEM-008507,"Neumann BCM 705 Broadcast Dynamic Microphone, Hypercardioid Directional Characteristic",,55019f2e-ed8a-4b27-be8a-b813e0a0c58e,,,,"",,,,""
NEM-008508,"Neumann TLM 103 Mono Set Large Diaphragm Microphone, Cardioid, Nickel, EA 1 Elastic Suspension",,83fdfa06-7198-4b75-9f2e-506163c4ddee,,,,"",,,,""
NEM-008509,"Neumann TLM 103-MT-Set Set each with 1x :   TLM 103 and EA 1, black",,97475828-90ef-4b6a-b727-f48a42adc6e4,,,,"",,,,""
NEM-008521,"Neumann KM 183-MT Stereo Set Black Miniature Microphone Set, Omni, SG 21 Stand Swivel Mount",,591c8898-505d-433c-819f-425c100f3843,,,,"",,,,""
NEM-008522,"Neumann KM 183 Stereo Set Nickel Miniature Microphone Set, Omni, SG 21 Stand Swivel Mount",,bc72b23c-a69b-4ccc-8855-e19881016e13,,,,"",,,,""
NEM-008523,"Neumann KM 184-MT Stereo Set Black Miniature Microphone Set, Cardioid, SG 21 Stand Swivel Mount",,f5db0f6e-a01d-4f8c-a195-78dbe4dc10b2,,,,"",,,,""
NEM-008524,"Neumann KM 184 Stereo Set Nickel Miniature Microphone Set, Cardioid, SG 21 Stand Swivel Mount",,ce5be62c-a9dd-4f12-8905-1be22c58c6c2,,,,"",,,,""
NEM-008525,"Neumann KM 185-MT Stereo Set Black Miniature Microphone Set, Hypercardioid, SG 21 Stand Swivel Mount",,a9cdaaf4-00d7-4968-9013-3009f3e052ca,,,,"",,,,""
NEM-008526,"Neumann KM 185 Stereo Set Nickel Miniature Microphone Set, Hypercardioid, SG 21 Stand Swivel Mount",,cd8f2534-d397-44b4-878e-6fde1efc71db,,,,"",,,,""
NEM-008533,"Neumann KK 104 S BK Cardiod Microphone Capsule, Black, Wireless System With Sennheiser SKM 5000/5200",,219be399-a3fd-4b50-8dad-c751352b9881,,,,"",,,,""
NEM-008534,"Neumann KK 104 S Capsule Head, Cardioid, Nickel, Wireless System With Sennheiser SKM 5000/5200",,819ba543-a811-4555-89f6-e535f651d7ab,,,,"",,,,""
NEM-008535,"Neumann WNS 110 Windscreen for KM 100 and KM D, KM A, and series 180, increased efficiency, black",,0a9733af-445f-42e0-86b5-ad178ebf0152,,,,"",,,,""
NEM-008537,"Neumann N 248",,db5fcc25-5c19-42eb-9d22-69fda2fc8671,,,,"",,,,""
NEM-008544,"Neumann TLM 103-MT Studio Set Black Large Diaphragm Microphone, Cardioid, EA 1 Elastic Suspension",,863339bc-cb82-4da0-8011-a41f2e697f22,,,,"",,,,""
NEM-008545,"Neumann TLM 103 Studio Set Nickel Large Diaphragm Microphone, Cardioid, EA 1 Elastic Suspension",,90871357-948b-404f-aac0-32a1e291aae2,,,,"",,,,""
NEM-008548,"Neumann KMS 104 Vocalist Microphone, Cardioid, Nickel, Condenser Mic Capsule",,8dc5ec84-53e6-4fc3-8888-271fba16f9bb,,,,"",,,,""
NEM-008549,"Neumann KMS 104 BK",,2cd125b6-5d5a-47d2-b6c7-957d072d551c,,,,"",,,,""
NEM-008550,"Neumann TLM 49 SET Large Diaphragm Studio Microphone, Cardioid, EA 3 Elastic Suspension",,15a106ee-7a26-4091-b04e-63f35b902a09,,,,"",,,,""
NEM-008559,"Neumann KK 105 HD Capsule Head, Supercardioid, Nickel, Intergrated Foam Popscreen",,71ce7f24-fc9c-4137-bc48-437c29e54a88,,,,"",,,,""
NEM-008560,"Neumann KK 105 HD BK Capsule Head, Supercardioid, Black, Heavy Duty Intergrated Foam Popscreen",,8989fd85-044f-4886-a31b-88a086091f18,,,,"",,,,""
NEM-008566,"Neumann KK 183 Capsule head KMD/A, condenser, omnidirectional, system socket, nickel",,98591383-2511-400b-b0f0-614df5cf9565,,,,"",,,,""
NEM-008567,"Neumann KK 183 NX Capsule head KMD/A, condenser, omnidirectional, system socket, Nextel black",,0c716fe1-ea99-4703-855a-81077bb73dc2,,,,"",,,,""
NEM-008568,"Neumann KK 184 Capsule head KMD/A, condenser, cardioid, system socket, nickel",,aa28a607-6f10-4edd-838b-a1f675c180ad,,,,"",,,,""
NEM-008569,"Neumann KK 184 NX Capsule Head, Nextel, Cardioid",,b9b04518-d537-4c27-94ed-89cac68d1b0f,,,,"",,,,""
NEM-008570,"Neumann KK 185 Capsule head KMD/A, condenser, hypercardioid, system socket, nickel",,845ca954-1a33-4ad4-949b-b862edc774df,,,,"",,,,""
NEM-008571,"Neumann KK 185 NX Capsule head KMD/A, condenser, hypercardioid, system socket, Nextel black",,56b1b51f-3a1b-4d8f-b556-2571a7ad73da,,,,"",,,,""
NEM-008589,"Neumann KK 120 Capsule head KMD/A, condenser, bidirectional, system socket, nickel",,378bc27d-ffcb-47b1-ac26-24b243e095c6,,,,"",,,,""
NEM-008590,"Neumann KK 120 NX Capsule head KMD/A, condenser, bidirectional, system socket, Nextel black",,dff9b030-865f-465e-94fe-b01351fa8479,,,,"",,,,""
NEM-008591,"Neumann KK 131",,1b5b729f-096d-436a-ba9e-989ec3d0e511,,,,"",,,,""
NEM-008592,"Neumann KK 131 NX",,87202206-a18c-4bb1-a823-408d59c2e109,,,,"",,,,""
NEM-008593,"Neumann KK 143 Capsule head KMD/A, condenser, wide cardioid, system socket, nickel",,45009ced-9f81-45fe-9a7a-1e947fd93cca,,,,"",,,,""
NEM-008594,"Neumann KK 143 NX Capsule head KMD/A, condenser, wide cardioid, system socket, Nextel black",,b7c0a235-09ec-4f5a-96cb-5de77141d1e1,,,,"",,,,""
NEM-008595,"Neumann KK 145 Capsule head KMD/A, condenser, cardioid (with bass roll off), system socket, nickel",,8c9195f3-e43f-4c47-80cd-b3e885b9b324,,,,"",,,,""
NEM-008596,"Neumann KK 145 NX",,727b3fae-c82c-4d0c-a28f-91ad51b4ab73,,,,"",,,,""
NEM-008603,"Neumann TLM 103 D Large Digital Diaphragm Microphone, Nickel, Cardioid Directional, SG 2, Wooden Box",,c0279a12-b6db-4b24-9bf6-0bd7cd520e2b,,,,"",,,,""
NEM-008605,"Neumann TLM 67 Large Diaphragm Microphone, Omni, Cardioid, Figure-8, Pearl Gray/Nickel, Wooden Box",,4ec21073-c083-40b3-a55d-649327fb92c8,,,,"",,,,""
NEM-008607,"Neumann LC 4-10 NX Microphone Cable, 3.5mm Diameter, 10m, For KK1XX Capsules, With KM A & KM D",,8b822a79-f9bb-4dbc-842e-3d4dc66913db,,,,"",,,,""
NEM-008608,"Neumann KVG 130 nx",,a4547986-ed5a-4f34-9bb0-1344eb7f352e,,,,"",,,,""
NEM-008609,"Neumann KVG 160 NX Capsule Extension, Diameter Rigid Part 8mm, Extended Length 600mm",,ab013f9c-8e25-4556-976d-002abe71e699,,,,"",,,,""
NEM-008610,"Neumann KVG 1120 NX Capsule Extension, Diameter Rigid Part 8mm, Extended Length 1200mm",,c61f676a-a996-433d-acd0-8f376cc004de,,,,"",,,,""
NEM-008611,"Neumann SG 110 nx Swivel joint for KM D and KM A, 110 swiveling",,6930e4d6-4671-42e8-96c7-e8958a5e5220,,,,"",,,,""
NEM-008612,"Neumann SBK 130 A Diffraction sphere for KM 130, KM 131, KM 183, black",,f00d45b4-7c15-4a29-a183-2b3cbb2f52c3,,,,"",,,,""
NEM-008614,"Neumann SG 109 Stand Mount, Black",,bd890da3-c2ad-418f-80ba-55214edd57d2,,,,"",,,,""
NEM-008624,"Neumann KMS 104 PLUS Vocalist Microphone, Cardioid, Nickel, Condenser Microphone Capsule, SG 105",,769d7d60-7305-4f93-ba92-1392f07e33d1,,,,"",,,,""
NEM-008625,"Neumann KMS 104 PLUS BK Vocalist Microphone, Cardioid, Black, Condenser Microphone Capsule, SG 105",,405d47fa-71f4-4c9e-93c6-54e04f503ac0,,,,"",,,,""
NEM-008626,"Neumann TLM 102 Large Diaphragm Microphone, Nickel, Cardioid Directional Characteristic",,7590f53f-a069-455f-94e9-52f3ed081308,,,,"",,,,""
NEM-008627,"Neumann TLM 102 Large Diaphragm Microphone, Black, Cardioid Directional Characteristic",,3993abcf-72ad-4af3-b1af-c742b8a1a909,,,,"",,,,""
NEM-008631,"Neumann KM 183 A NX",,248cf98c-2044-4780-8fb7-3fb3108674af,,,,"",,,,""
NEM-008632,"Neumann KM 184 A nx",,08c4b76f-911e-41b8-94e4-2155438713f1,,,,"",,,,""
NEM-008634,"Neumann KM A Analog output stage for KK capsule heads, XLR-3F, 48V phantom power, nickel",,a1ab244a-838e-4133-a6c7-8f0e0a39061b,,,,"",,,,""
NEM-008635,"Neumann KM A NX Output Stage, Nexel, Analog",,b0da6f08-e6b3-4a32-b805-dfb7d828f2ab,,,,"",,,,""
NEM-008636,"Neumann SG 2 Stand Mount",,358c07a6-db36-4048-9e9b-fbfc414345c9,,,,"",,,,""
NEM-008637,"Neumann WS 2 Windscreen, For TLM 102/193, 80mm Diameter",,a40d66b8-674c-45c5-936f-87ba110233e5,,,,"",,,,""
NEM-008639,"Neumann KK 133",,4310fee5-e9c7-4f56-a4b6-6d52f10aab2c,,,,"",,,,""
NEM-008640,"Neumann KK 133 NX",,c0a1705a-7e73-414e-8d84-76a52f0cf098,,,,"",,,,""
NEM-008641,"Neumann EA 4 Elastic Suspension Shockmount for TLM 102/103/107, Nickel",,86d0463e-cb20-44e7-bb06-851a3a67edc5,,,,"",,,,""
NEM-008642,"Neumann EA 4 BK Elastic Suspension Shockmount for TLM 102/103/107, Black",,2dfa159d-c741-455e-89cd-27325e466b83,,,,"",,,,""
NEM-008651,"Neumann KK 204 Neumann microphone module for SKM 500 G4/2000/6000/9000, condenser, cardioid, nickel",,ea87fda6-01fb-45bd-a63b-776323ecea41,,,,"",,,,""
NEM-008652,"Neumann KK 204 BK Capsule Head, Black, Cardioid, With Padded Nylon Bag",,8d06d4ca-771c-46ce-ba8c-6dc3bda44496,,,,"",,,,""
NEM-008653,"Neumann KK 205",,3461e9dc-aff5-4003-af8c-652598afc6a3,,,,"",,,,""
NEM-008654,"Neumann KK 205 BK Super Cardioid Microphone Capsule, Effective Suppression of Popping Noises",,5769ec98-4715-4697-8b03-407901265357,,,,"",,,,""
NEM-008656,"Neumann TLM 102 Studio Set Large Diaphragm Microphone, Cardioid, Nickel, Elastic Suspension",,ec1ad5f0-7d65-4c18-81ef-f5008d31ebca,,,,"",,,,""
NEM-008657,"Neumann TLM 102 BK Studio Set Large Diaphragm Microphone, Cardioid, Black, Elastic Suspension",,732eeb79-bccb-49bb-80aa-718be1e75bed,,,,"",,,,""
NEM-008658,"Neumann SG 287 Stand Mount, Black, For U 87/87 I/87 Ai, TLM 67",,ca0ac43c-72ea-4c0f-aeec-6fdb71b70ece,,,,"",,,,""
NEM-008659,"Neumann SG 289 Stand Mount, Black",,f17eeee2-39e8-486e-ac7c-b02051bc266c,,,,"",,,,""
NEM-008660,"Neumann U 87 AI Studio Set Nickel Large Diaphragm Microphone, Omni, Cardioid, Figure-8",,5d357d36-6080-4fcf-8c0d-a1fce5e63c11,,,,"",,,,""
NEM-008661,"Neumann U 87 AI-MT Studio Set Black Large Diaphragm Microphone, Omni, Cardioid, Figure-8",,911e1bff-485b-4bf7-bf00-82d602345c50,,,,"",,,,""
NEM-008666,"Neumann TLM 107 Large Diaphragm Microphone, Multipattern, SG 2 Swivel Mount, Wooden Box",,843601c4-4a4a-447f-8c49-00d08a939603,,,,"",,,,""
NEM-008667,"Neumann TLM 107 BK",,aea7996c-f04a-4e51-a15d-dd41cfd43347,,,,"",,,,""
NEM-008673,"Neumann TLM 107 Studio Set Large Diaphragm Microphone, Multipattern, EA 4 Elastic Suspension -carton",,46a48954-8fcd-4dee-9767-e4c26dab74c5,,,,"",,,,""
NEM-008674,"Neumann TLM 107 BK Studio Set Large Diaphragm Microphone, Black, Multipattern, EA 4 Elastic Suspension",,392b3585-4372-448c-ba31-939a065897f1,,,,"",,,,""
NEM-008678,"Neumann U 67-SET Vacuum Tube Microphone Set, Dual Diaphragm Capsule, Z 48 Elastic Suspension",,6facd1d1-89a8-4cc2-a7e2-3f87199742f4,,,,"",,,,""
NEM-008679,"Neumann NU 67 V Power Supply",,44ca4f62-614b-4275-904a-97e2cd4c22f8,,,,"",,,,""
NEM-008680,"Neumann UC 5 Microphone Cable",,1b419141-76ce-47db-93cd-6d02435a7df2,,,,"",,,,""
NEM-008685,"Neumann KM 184 mt Octo Set",,e0d53780-55fd-4182-a80c-c8e03933fec3,,,,"",,,,""
NEM-008686,"Neumann M49 V Set, Remote Switchable Studio Tube Mic Set",,086efb15-ef08-42b4-865a-1915224fe032,,,,"",,,,""
NEM-008687,"Neumann NM V Pattern Control Unit, For M 49 V",,aa451e88-8925-4f58-950a-8c1474de9b67,,,,"",,,,""
NEM-008688,"Neumann KC 5 Cable, For M 49 V Tube Mic",,5149d81a-053c-4cd3-8a5a-e8c1157f1e7e,,,,"",,,,""
NEM-008689,"Neumann MZ 49 A Shock Mount, For M 49 V Tube Mic",,adc89dc0-504b-49c3-9cb7-a4c5d5c29047,,,,"",,,,""
NEM-008690,"Neumann WS 49 Windscreen, For M 49 V Tube Mic",,53ca62f7-0103-487b-90f7-92d04386e86e,,,,"",,,,""
NEM-008693,"Neumann SH 150 Gooseneck for the Neumann MCM System, length: 150 mm. Includes (1) SH 150, (1) KC 1.",,71e494ad-117e-4d04-8b41-e8f4ac45bed5,,,,"",,,,""
NEM-008694,"Neumann KK 14",,75d7c3cf-b369-4bbf-b2a1-5f2463bdd55d,,,,"",,,,""
NEM-008695,"Neumann MCM Output stage / Phantom adapter XLR",,c6430dfa-93fb-4e84-9f3f-eac8f72f18d6,,,,"",,,,""
NEM-008696,"Neumann MC 1, MCM High Strings Clip",,e87b5334-fdce-410e-9c51-7852299bb8eb,,,,"",,,,""
NEM-008697,"Neumann MC 9, MCM Guitar Clip",,988eeea7-c722-46da-84a6-16f132c0e1ab,,,,"",,,,""
NEM-008698,"Neumann MC 4, MCM Double Bass Rib Clip",,6ac221b8-e670-4b6b-8aae-2b68405f8802,,,,"",,,,""
NEM-008699,"Neumann MC 7, MCM Drum Rib Clip",,7f8a8b26-967a-4adb-b6d1-a6b06b6045ca,,,,"",,,,""
NEM-008700,"Neumann MC 6, MCM Universal Clamp Clip",,e71945dd-5b67-4741-a9e2-1f4951e4ee47,,,,"",,,,""
NEM-008701,"Neumann MC 8, MCM Magnetic Piano Clip",,03bb13af-5719-4604-a612-06654d40df3e,,,,"",,,,""
NEM-008702,"Neumann MC 5, MCM Universal Strap Clip",,8fe3ea33-3e6d-4a86-8b51-c2d1acbbc7d4,,,,"",,,,""
NEM-008703,"Neumann AC 31, MCM Mini Jack Cable, 1.8m",,a46fd16e-3cfd-46bb-a9b1-0359ae2ea6f5,,,,"",,,,""
NEM-008704,"Neumann AC 32, MCM 3-Pin LEMO Cable, 1.8m",,9871880e-ce64-49ae-86f2-70ef09910185,,,,"",,,,""
NEM-008705,"Neumann AC 33, MCM Microdot Cable, 1.8m",,afbc7226-be64-4c01-b2f9-635a3f0e75ca,,,,"",,,,""
NEM-008706,"Neumann AC 34, MCM 4-Pin Mini XLR Cable, 1.8m",,88f40789-bdeb-4d3d-949b-588e8f21399d,,,,"",,,,""
NEM-008707,"Neumann MCM 114 Set High Strings, Miniature Clip Mic System w/ MC 1",,ee2908a4-f31d-4e57-8a9c-705dfbfd1647,,,,"",,,,""
NEM-008708,"Neumann MCM 114 Set Guitar, Miniature Clip Mic System w/ MC 9",,6c3c278c-f6e9-4fc7-91f2-738df36e2f76,,,,"",,,,""
NEM-008709,"Neumann MCM 114 Set Double Bass, Miniature Clip Mic System w/ MC 3",,94154989-8fcc-4bcd-914b-2843ce99ab0d,,,,"",,,,""
NEM-008710,"Neumann MCM 114 Set Drums, Miniature Clip Mic System w/ MC 7",,53d90fb6-86be-40b1-8e22-bf84be10a3e8,,,,"",,,,""
NEM-008711,"Neumann MCM 114 Set Brass/Sax/Uni, Miniature Clip Mic System w/ MC 6",,8a036f85-737b-4c1b-8d7f-bff3eb0cd271,,,,"",,,,""
NEM-008712,"Neumann MCM 114 Stereo Set Piano, Miniature Clip Mic System w/ MC 8 (2x 008715)",,27f2ed35-72da-4155-935b-7afd560e9f34,,,,"",,,,""
NEM-008713,"Neumann MCM 114 Set Woodwinds",,68c6e715-7cf7-4a40-8134-7a0726b754d6,,,,"",,,,""
NEM-008714,"Neumann WS 110 Windscreen for the Neumann MCM System. Includes (1) WS 110.",,5069c469-3793-420f-92af-40c6da1fa99c,,,,"",,,,""
NEM-008716,"Neumann MC 3, MCM Double Bass String Clip",,d50ddc1f-c50a-4870-9e2b-7d9f2bc81e82,,,,"",,,,""
NEM-008717,"Neumann MC 2, MCM Cello Strings Clip",,6f6d7d55-f9c6-494d-bca3-3158ddbfbe20,,,,"",,,,""
NEM-008718,"Neumann MCM 114 SET Cello, for Guitar and Cello Miniature Clip Mic System",,520b3860-ff55-4177-9a21-c21422ad18d6,,,,"",,,,""
NEM-008719,"Neumann KC 1 (2) Cable clips for MCM",,b66876b7-afd5-4c95-a577-59b7bfdc445e,,,,"",,,,""
NEM-008720,"Neumann KK 104 U",,3a5d9332-7393-40f6-9a2f-05e653f4a63e,,,,"",,,,""
NEM-008721,"Neumann KK 104 U BK",,b20e62c4-3e3a-4ed8-8a41-c2268d93d63d,,,,"",,,,""
NEM-008722,"Neumann KK 105 U",,82c2813a-7f99-4fb5-a812-7f2e1013f2fe,,,,"",,,,""
NEM-008723,"Neumann KK 105 U BK",,71d2c230-4fd6-4e2c-b49c-4f61f73dbdb4,,,,"",,,,""
NEM-008725,"Neumann KK 13",,e8a44dae-4e33-43fe-9e57-09fffc2faa7b,,,,"",,,,""
NEM-008727,"Neumann SH 100 Gooseneck for the Neumann MCM system including KC 1, length: 100 mm",,a24c7c4e-01b8-4d9d-a89f-434f374785fa,,,,"",,,,""
NEM-008728,"Neumann SH 250 Gooseneck for the Neumann MCM system including KC 1, length: 250 mm",,14484511-8564-4f22-b838-8b980a7bd97b,,,,"",,,,""
NEM-399003,"Neumann NDH 20 Headphones Closed System, Black Edition, Circumaural, Foldable, 6.3/3.5mm Adaptor",,afd9d9ac-344c-421c-8af8-2ff6caa833e0,,,,"",,,,""
NEM-399006,"Neumann NDH 30 Black Studio Headphone",,48e079ad-8de7-48d5-b2c5-d4ddacea0f2a,,,,"",,,,""
NEM-399007,"Neumann BCM 104 MT Broadcast Condenser Microphone, Matte Black, Cardioid Directional Characteristic",,921affd8-a643-431b-9a00-78ca00c16f9b,,,,"",,,,""
NEM-399008,"Neumann BCM 705 MT Broadcast Dynamic Microphone, Matte Black, Hypercardioid Directional Characteristic",,13df9a24-8942-4070-91d1-ae8e4cefb7ae,,,,"",,,,""
NEM-501450,"Neumann LH 25 Mounting Bracket, Black, For KH 310",,d46ef1a4-8583-4a5b-89f7-afd4195a2a24,,,,"",,,,""
NEM-501460,"Neumann LH 36 Tilting Adaptor, Black",,c862fb40-3e3a-4b8e-b204-05cb4dd96e3d,,,,"",,,,""
NEM-501461,"Neumann LH 37 Adaptor, Black",,aaaa16d6-c65d-4dd9-9eb6-b63c828af9c1,,,,"",,,,""
NEM-501715,"Neumann LH 29 TV-spigot for mounting onto lighting stands or G-clamps and truss bars, color: metal",,9d3d1fb3-9c9b-487b-b457-296858437ccc,,,,"",,,,""
NEM-501716,"Neumann LH 28 Tripod Stand Adapter, Black",,fb38a7ca-0569-4f4d-a0eb-29384cca7fdd,,,,"",,,,""
NEM-501718,"Neumann LH 32 Wall Bracket, Black, Tilting Horizontally and Vertically",,81fb44d7-95fb-40c8-8529-2388c45148f8,,,,"",,,,""
NEM-502251,"Neumann DIM 1 Digital Input Option",,63fb5147-e174-4db8-ba9c-e988447ea593,,,,"",,,,""
NEM-502254,"Neumann LH 41 Base Plate, Black",,73df466a-88f3-43f0-bac4-0c30e6b5eee8,,,,"",,,,""
NEM-502255,"Neumann LH 42",,0c6de63b-0aff-4abe-b966-be58150bd9aa,,,,"",,,,""
NEM-502256,"Neumann LH 43 Surface Mounting Plate",,b96d60cd-0854-4b79-929f-8d0d8b2b83ce,,,,"",,,,""
NEM-502294,"Neumann LH 45 Wall Bracket, Black",,1fe0d69e-2b78-478c-ad8b-18ef6331c577,,,,"",,,,""
NEM-503908,"Neumann LH 46",,b5d277d7-2fc9-45f1-9d34-751c7f766bc1,,,,"",,,,""
NEM-503909,"Neumann LH 47 Mounting Adaptor Plate, Black",,2ccc500e-2e68-412f-a490-6d76d7dbd29f,,,,"",,,,""
NEM-503910,"Neumann LH 48 Tripod Adaptor Plate, Black",,69cc9f9d-1f6a-48c4-aba5-95eda4e3b250,,,,"",,,,""
NEM-503911,"Neumann SEA 1",,d024361f-5d6d-42fb-8936-76f4b8949226,,,,"",,,,""
NEM-503935,"Neumann LH 64 Omnimount/VESA Adaptor",,4150e6f4-fc0e-42f6-963c-41eb9896d22d,,,,"",,,,""
NEM-503936,"Neumann LH 61 Adjustable L-Bracket, Black",,1e61632a-b6a5-4028-821c-d9a5569b652b,,,,"",,,,""
NEM-503938,"Neumann LH 65 Table Stand, Horizontal/Vertical/Height Adjustment",,68197af5-f3d9-4f3a-ba85-6abacab6f3a5,,,,"",,,,""
NEM-503951,"Neumann KH 810 G Active Subwoofer, 7.1 High Definition Bass Management, 10 Driver",,fcdb9aff-85e2-47aa-8e48-2d99ef6daf0c,,,,"",,,,""
NEM-505557,"Neumann NRC 1",,2539ed79-d36f-468b-a40f-e3f2cf1c9190,,,,"",,,,""
NEM-505558,"Neumann REK 3",,0c8760ae-f871-4ea0-92d0-ee81936e165a,,,,"",,,,""
NEM-505575,"Neumann KH 310 A L G Active Studio Monitor, Left, Analog Input, Anthracite (RAL 7021)",,d5905ebc-83f7-4f02-af9a-1dfd9931b741,,,,"",,,,""
NEM-505576,"Neumann KH 310 A R G Active Studio Monitor, Right, Analog Input, Anthracite (RAL 7021)",,2f9e05c6-b63a-4835-906f-9a9dbcf8a667,,,,"",,,,""
NEM-505580,"Neumann GKH 310 B Robust metal grille to protect the KH 310 drivers, black (RAL 9005)",,e2cf7427-42ba-49db-94fb-4980aa49761a,,,,"",,,,""
NEM-505988,"Neumann KH 420 A G Active Studio Monitor, EU+UK+US Mains Cables 10inch + 3inch + 1inch Driver",,b15549ed-a94d-4f6c-b769-f92f16545d90,,,,"",,,,""
NEM-505990,"Neumann GKH 420 B Robust metal grille to protect the KH 420 drivers. Black (RAL 9005)",,2dfc4ce8-a469-4f6d-993d-33b4d69e67fc,,,,"",,,,""
NEM-505995,"Neumann KH 310 D L G Active Studio Monitor, Left, Analog Input, Anthracite (RAL 7021)",,c9908932-70f0-4880-8c13-a66cfa71b9f8,,,,"",,,,""
NEM-505996,"Neumann KH 310 D R G Active Studio Monitor, Right, Analog Input, Anthracite (RAL 7021)",,7270e1ab-ac38-443c-85e1-d9247e43ff2d,,,,"",,,,""
NEM-506719,"Neumann REK 4",,8eb9117e-691f-401b-a9a7-2fc3a751d1d7,,,,"",,,,""
NEM-506834,"Neumann KH 80 DSP A G EU Active Studio Monitor, Black, 4+1'', Special Neumann Control Software",,133e0c62-f513-4e9f-bb63-3837d9742db7,,,,"",,,,""
NEM-506837,"Neumann KH 80 DSP A W EU",,d20e4d03-4feb-4342-bb87-9c1f03141299,,,,"",,,,""
NEM-508585,"Neumann NDH 20 Headphones Closed System, Silver, Circumaural, Foldable, 6.3/3.5mm Adaptor",,8531e710-6160-4449-b4cc-77a7960f5ec2,,,,"",,,,""
NEM-508819,"Neumann Earpads for NDH 20",,dc4bd9b7-4c22-4d38-ae20-29bc944aa193,,,,"",,,,""
NEM-508820,"Neumann NDH Cable + Adapter Straight cable + adapter for NDH 20 Studio Headphones",,a2138de4-b78f-4bda-aa9c-39e17c3d18d1,,,,"",,,,""
NEM-508821,"Neumann Spiral Cable for NDH 20",,008d9016-dbe2-4b63-acc0-3c4e18db0e11,,,,"",,,,""
NEM-508886,"Neumann Jack Adapter 3.5mm to 6.3mm, For NDH 20 / NDH 30",,360cb449-9a0f-4214-aeb4-2e577a4eae0e,,,,"",,,,""
NEM-508972,"Neumann MA 1 Precision Alignment Microphone",,f9904a88-d9e2-4d5b-b4fb-178e594cf315,,,,"",,,,""
